label	name	rawTweet	tweet_id	postTweet	keyN
0	user_87	RT @KylaInTheBurgh: Jonathan Lemire from @MSNBC literally took the time out of his day to criticize Biden's speech impediment while Trump s…	1336636298686296066	biden criticize day impediment jonathan lemire literally rt speech time trump	11
0	user_447	RT @jonathanvswan: Scoop: President Trump's lawyer Jenna Ellis has informed associates she has coronavirus, multiple sources tell Axios, st…	1336636682708393985	associates axios coronavirus ellis informed jenna lawyer multiple president rt scoop sources st trump	14
0	user_44	RT @electroboyusa: Happy Birthday to Stacey Abrams and thanks for leading us to a Biden victory!  We're confident that Georgia will #FlipBl…	1336636812765220866	abrams biden birthday confident flipbl georgia happy leading rt stacey victory	11
0	user_425	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336641018020515840	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_228	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336641526160568324	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_163	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336645374392606722	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_15	"RT @Christi24463334: Stupidly insane to ask such a pathetic question...no one's life is worth ""stop the steal""! Anyone think TRUMP the CORR…"	1336645512909373441	corr insane life no one pathetic question rt steal stop stupidly trump worth	13
0	user_52	RT @DemFromCT: Republicans are terrified of their voters because they know their non-voters loathe them https://t.co/BkOcbzqrOr	1336645631037718528	loathe non republicans rt terrified voters voters	7
0	user_89	"RT @CNN: ""The only questions now are how many more times President Donald Trump wants to lose the election to President-elect Joe Biden and…"	1336645624687718400	and biden donald elect election joe lose president president questions rt the times trump	14
0	user_420	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336646388462084098	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_444	RT @GhPoliceService: Security Outlook for the 2020 General Elections  1. The National Election Security Taskforce (NESTF) has policed the 2…	1336646384808833024	2020 election elections general national nestf outlook policed rt security security taskforce	12
0	user_420	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336646274683195394	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_64	RT @funder: BREAKING: Arizona’s Supreme Court just rejected Trump/GOP appeal	1336646531231993857	appeal arizona breaking court gop rejected rt supreme trump	9
0	user_293	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336646872451125248	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_398	RT @washingtonpost: Nevada Supreme Court rejects Trump campaign’s appeal to overturn Biden’s win https://t.co/Tchz5NzN49	1336647160578912258	appeal biden campaign court nevada overturn rejects rt supreme trump win	11
0	user_346	RT @IvanPentchoukov: In the third presidential election, nine of sixteen States that appointed electors did so by direct legislative appoin…	1336648953941680132	appoin appointed direct election electors legislative presidential rt sixteen states	10
0	user_346	RT @IvanPentchoukov: At the time of the Founding, most States did not appoint electors through popular statewide elections. In the first pr…	1336648944387022850	appoint elections electors founding popular pr rt states statewide time	10
0	user_145	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336648872718897152	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_76	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336648762639335424	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_385	RT @AJentleson: Republicans are largely getting a pass for refusing to acknowledge Biden won because of the widespread belief that Trump wi…	1336649195004993536	acknowledge belief biden largely pass refusing republicans rt trump wi widespread won	12
0	user_346	"RT @charliespiering: ""You know they're saying 2024, I said, 'I'm not interested in it right now. Let's do this one first.'""  https://t.co/S…"	1336649450849177600	2024 first interested now rt said you	7
0	user_182	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336649486173605888	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_152	@ResisterDude Jones. Garland is a sitting judge and unless Dems have senate, Mitch controls approval of his replace… https://t.co/3uxY3CdG9v	1336649705669931009	approval controls dems garland jones judge mitch replace senate sitting	10
0	user_230	RT @glennkirschner2: Why Is Lindsey Graham Saying Biden's AG Must Not Investigate Trump? Here is ONE BIG CLUE. Because . . . #JusticeMatter…	1336649702650032128	ag biden big clue graham investigate justicematter lindsey rt trump	10
0	user_87	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336650005927563265	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_397	RT @realTuckFrumper: The Trump campaign paid Trump's private jet company $16,800 in 'consulting' fees after the election https://t.co/sBQF4…	1336653486893707266	16 800 campaign company consulting election fees jet paid private rt trump trump	13
0	user_383	RT @MSNBC: “As [Trump] recedes from view, recedes from our attention, we are seeing just how deep the rot is inside the Republican Party,”…	1336653475984404480	as attention deep inside party recedes recedes republican rot rt trump view	12
0	user_385	RT @Rschooley: All of these Senators playing along with Trump's delusion will be frequent guests on the Sunday shows next year to criticize…	1336653583563980801	criticize delusion frequent guests playing rt senators shows sunday trump year	11
0	user_126	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336653869728882691	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
0	user_171	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336653723863576576	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_152	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336654284495130626	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
0	user_426	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658128201523200	bel certified election information presidential public region results rt stakeholders western	11
0	user_414	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658126389579779	bel certified election information presidential public region results rt stakeholders western	11
0	user_386	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658085549666307	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_386	RT @ECGhanaOfficial: UPPER EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,…	1336658068147499011	certified east election information presidential public region results rt stakeholders upper	11
0	user_414	RT @ECGhanaOfficial: UPPER EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,…	1336658068000673793	certified east election information presidential public region results rt stakeholders upper	11
0	user_426	RT @ECGhanaOfficial: UPPER EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,…	1336658053509373953	certified east election information presidential public region results rt stakeholders upper	11
0	user_386	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658048396431361	bel certified election information presidential public region results rt stakeholders western	11
0	user_443	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658042696425472	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_386	RT @ECGhanaOfficial: ASHANTI REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336658034161016836	ashanti bel certified election information presidential public region results rt stakeholders	11
0	user_426	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336657986245304320	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_414	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336657978133458945	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_283	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336658574764888064	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_103	"RT @MeidasTouch: Trump once admitted, ""It's the retweets that get you in trouble."" Good. We are putting these billboards up in targeted are…"	1336658561431031808	admitted are billboards good it putting retweets rt targeted trouble trump	11
0	user_344	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336659933484494855	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_409	SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,… https://t.co/lxgEei5JaV	1336662709878874113	certified election information presidential public region results savanna stakeholders	9
0	user_409	ASHANTI REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,… https://t.co/vB75V7p6A3	1336662675812704259	ashanti certified election information presidential public region results stakeholders	9
0	user_352	RT @rickhasen: To call Trump litigation a clown show is a tremendous insult to clowns. Some have compared their error-ridden filings to pri…	1336662868520017922	call clown clowns compared error filings insult litigation pri ridden rt show tremendous trump	14
0	user_453	RT @acnewsitics: Biden has a covid team. Trump's team has covid.  That's it, thats the tweet.	1336662983456534530	biden covid covid it rt team team trump tweet	9
0	user_171	RT @JamesBaskervil9: @ReportsDaNews @JoeSchreiber6 I respect @JoeBiden for keeping his promises to @PeteButtigieg THANK YOU Mr. President B…	1336662976863100934	keeping mr president promises respect rt	6
0	user_385	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336664274991661057	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_454	RT @RevJJackson: Please READ, SHARE WIDELY &amp; RT @Suntimes, “Biden should revive the U.S. Commission on Civil Rights.” https://t.co/VpLgHFxn…	1336664531972415488	amp biden civil commission read revive rights rt rt share widely	11
0	user_66	"RT @JonLemire: Biden rather incorrectly pronounces ""Becerra"" as he introduces his new HHS pick"	1336667306903166976	becerra biden hhs incorrectly introduces pick pronounces rt	8
0	user_435	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336667481285554180	bel certified election information presidential public region results rt stakeholders western	11
0	user_455	RT @MattNegrin: WASHINGTON (AP) — America’s ruling party condemns democratic process for 32nd straight day after opposition leader won pres…	1336667263903133696	32nd america ap condemns day democratic leader opposition party pres process rt ruling straight washington won	16
0	user_253	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336667195452125186	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_7	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336668037810941954	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_246	RT @BillKristol: Trump: “Supreme Court, here we come!”  Justices Gorsuch, Kavanaugh, &amp; Barrett: “Umm...not going to quite work. But it’s be…	1336668204974944256	amp barrett be come court gorsuch it justices kavanaugh not rt supreme trump umm work	15
0	user_136	RT @JimmyHooverDC: BREAKING: Supreme Court rejects GOP attempt to block certification of Joe Biden's win in Pennsylvania with no explanatio…	1336672101630156801	attempt biden block breaking certification court explanatio gop joe pennsylvania rejects rt supreme win	14
0	user_329	RT @MSNBC: Georgia Republicans outline a plan to restrict mail voting and roll back the election laws that contributed to the state's recor…	1336672313085997056	back contributed election georgia laws mail outline plan recor republicans restrict roll rt state voting	15
0	user_454	RT @danielsgoldman: Of course Trump has a right to pursue *valid* legal recourse in the courts. But none of these lawsuits are valid.   We…	1336672504715358216	courts lawsuits legal pursue recourse rt trump valid valid we	10
0	user_406	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336672881242222601	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_454	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336672855338192899	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_424	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336672824866508800	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_259	RT @BeschlossDC: Right—maybe we will discover that Trump called up each of the three justices and said he really enjoyed appointing them to…	1336675166219329536	appointing called discover enjoyed justices maybe right rt to trump	10
0	user_73	RT @YouTubeInsider: 2/ Yesterday was the safe harbor deadline. Now that enough states certified their Presidential election results, we’ll…	1336675499993608194	certified deadline election harbor ll presidential results rt safe states we yesterday	12
0	user_184	RT @MattGertz: Only 18% of frequent Fox News viewers say they accept the outcome of the presidential election and only 11% of them say it w…	1336675275480842241	11 18 accept election fox frequent news outcome presidential rt viewers	11
0	user_67	RT @Sifill_LDF: The powerful impression I was left with after today’s nearly two-hour meeting with President-Elect Biden &amp; VP-Harris is the…	1336675803912949762	amp biden elect harris hour impression left meeting powerful president rt the today two vp	15
0	user_128	RT @BombshellDAILY: TRUMP TURNED ICE AND NHS INTO HIS PERSONAL HATE ARMIES How ICE Became The Face Of Trump’s Immigration Crackdown And Whe…	1336680484861054978	armies crackdown face hate ice ice immigration nhs personal rt trump trump turned whe	14
0	user_448	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336681310966976513	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
0	user_204	RT @funder: Six weeks from today President-elect Biden will be sworn in, and Trump will leave the White House for good.	1336684781535449088	biden elect good house in leave president rt sworn today trump weeks white	13
0	user_440	RT @NBCNews: Georgia Republicans outline a plan to restrict mail voting and roll back the election laws that contributed to the state's rec…	1336688292578775042	back contributed election georgia laws mail outline plan rec republicans restrict roll rt state voting	15
0	user_245	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336688248026923009	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_270	RT @kylegriffin1: Breaking: The Nevada Supreme Court has ruled unanimously to dismiss an appeal filed by Trump's campaign seeking to overtu…	1336688244868734976	appeal breaking campaign court dismiss filed nevada overtu rt ruled seeking supreme trump unanimously	14
0	user_87	RT @NBCNews: Georgia Republicans outline a plan to restrict mail voting and roll back the election laws that contributed to the state's rec…	1336688192267964418	back contributed election georgia laws mail outline plan rec republicans restrict roll rt state voting	15
0	user_440	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336688188954353665	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_87	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336688092783276039	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_357	RT @realTuckFrumper: Trump Continues to Falsely Claim Election Was Rigged After Supreme Court Rejects His Election Lawsuit https://t.co/CWP…	1336688984777314311	claim continues court election election falsely lawsuit rejects rigged rt supreme trump	12
0	user_299	RT @PalmerReport: How badly did Trump lose? In the end, even Kavanaugh was like fuck it.	1336692771369914368	badly end fuck it kavanaugh lose rt trump	8
0	user_258	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336693094260109313	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_162	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336693078460076040	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_297	RT @joelockhart: Everyone on Capitol Hill knows McConnell doesn't want a deal and why. McConnell is fine with people going hungry, losing t…	1336694433656369152	capitol deal fine hill hungry losing mcconnell mcconnell people rt why	11
0	user_434	RT @ECGhanaOfficial: WESTERN NORTH REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholder…	1336697462682251264	certified election information north presidential public region results rt stakeholder western	11
0	user_115	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336697450522836993	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_446	RT @ECGhanaOfficial: ASHANTI REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336697442104995841	ashanti bel certified election information presidential public region results rt stakeholders	11
0	user_446	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336697426107838465	bel certified election information presidential public region results rt stakeholders western	11
0	user_443	RT @ECGhanaOfficial: BONO EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, b…	1336697410802900994	bono certified east election information presidential public region results rt stakeholders	11
0	user_446	RT @ECGhanaOfficial: UPPER EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,…	1336697405518082050	certified east election information presidential public region results rt stakeholders upper	11
0	user_446	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336697391425196032	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_446	RT @ECGhanaOfficial: BONO EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, b…	1336697376908697604	bono certified east election information presidential public region results rt stakeholders	11
0	user_265	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336697373410648065	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_446	RT @ECGhanaOfficial: EASTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336697363293933568	bel certified eastern election information presidential public region results rt stakeholders	11
0	user_446	RT @ECGhanaOfficial: WESTERN NORTH REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholder…	1336697343509487618	certified election information north presidential public region results rt stakeholder western	11
0	user_455	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336697958771908608	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_439	RT @ProgressTX: “The Attorney General is currently under indictment for fraud and is under FBI investigation for bribery — if it is the cas…	1336698614199017479	attorney bribery cas fbi fraud general indictment investigation rt the	10
0	user_148	RT @MSNBC: U.S. House approves National Defense Authorization Act with veto-proof majority, defying a threat from President Trump; bill mov…	1336701898984972289	act approves authorization bill defense defying house majority mov national president proof rt threat trump veto	16
0	user_352	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336702228611076102	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_80	RT @WisDOJ: I feel sorry for Texans that their tax dollars are being wasted on such a genuinely embarrassing lawsuit. Texas is as likely to…	1336702225134051330	dollars embarrassing feel genuinely lawsuit rt tax texans texas to wasted	11
0	user_435	RT @ECGhanaOfficial: EASTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336702780229160960	bel certified eastern election information presidential public region results rt stakeholders	11
0	user_241	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336702765456908289	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_435	RT @ECGhanaOfficial: WESTERN NORTH REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholder…	1336702757739360256	certified election information north presidential public region results rt stakeholder western	11
0	user_8	RT @joncoopertweets: I'm excited to learn that President-elect Joe Biden will likely appoint @PeteButtigieg as US ambassador to China. I ca…	1336703176473333762	ambassador appoint biden ca china elect excited joe learn president rt	11
0	user_172	RT @jilevin: Biden can't make bipartisanship great again: Republicans already rejecting peace offer https://t.co/WuCMGKPId6	1336705684352667651	again biden bipartisanship great make offer peace rejecting republicans rt	10
0	user_76	RT @MSNBC: .@MaddowBlog: During dueling health events, President-elect Biden laid out his plans to combat the coronavirus, while President…	1336706772845744131	@maddowblog biden combat coronavirus dueling elect events health laid plans president president rt	13
0	user_55	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336707003616350208	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_88	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336710296006692868	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_110	RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…	1336710284015177728	1960 election false florida john kennedy lost nixon ohio presidential richard rt won	13
0	user_287	RT @DeanObeidallah: Trump just won't stop crying.  I guess it's because of all of our WINNING!!! #crybabyTrump	1336710428790050817	crybabytrump crying guess rt stop trump winning	7
0	user_344	RT @maiamimi: You know what would be cool?  If “journalists” didn’t clutter news feeds with crap about Biden mispronouncing a name while th…	1336711584673095682	biden clutter cool crap didn feeds journalists mispronouncing news rt th	11
0	user_344	RT @AriBerman: Biden won by 7 million votes nationwide   He won 306 electoral votes   He won MI/WI/PA by 3x as much as Trump   Trump lost 5…	1336711970955939841	306 3x biden electoral lost mi million nationwide pa rt trump trump votes votes wi won won won	18
0	user_368	RT @MSNBCDaily: .@HayesBrown: Retired Gen. Lloyd Austin's nomination for defense secretary has already hit a rough patch.   Will he make it…	1336714868951572480	@hayesbrown austin defense gen hit it lloyd make nomination patch retired rough rt secretary	14
0	user_148	RT @notComey: Republicans are already exploiting Trump supporters’ incoherent rage to sabotage Biden: Right after this year’s election, Pol…	1336714862739685376	biden election exploiting incoherent pol rage republicans rt sabotage supporters trump year	12
0	user_275	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336716141859889152	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_65	RT @TheAtlantic: As he prepares to occupy the White House, Joe Biden faces a decision rare in American history, @JamesFallows writes: What…	1336716273955328001	american biden decision faces history house joe occupy prepares rare rt what white writes	14
0	user_276	RT @JoeNBC: “Donald Trump’s most enduring legacy is a nihilistic political culture that is tribalistic, distrustful, and delusional, swimmi…	1336716273045135366	culture delusional distrustful donald enduring legacy nihilistic political rt swimmi tribalistic trump	12
0	user_200	RT @BeschlossDC: Losing the 2020 Presidential election, Trump threatened to “take it to the Supreme Court,” but tonight he found out that t…	1336716629871235079	2020 court election found losing presidential rt supreme take threatened tonight trump	12
0	user_456	RT @MattGertz: Only 18% of frequent Fox News viewers say they accept the outcome of the presidential election and only 11% of them say it w…	1336716618165006338	11 18 accept election fox frequent news outcome presidential rt viewers	11
0	user_266	RT @NambyPambyism: And because a public corruption crime occurred at Mar-a-Lago, it can be seized under the RICO statute along with most ot…	1336719550205845509	corruption crime lago mar occurred ot public rico rt seized statute	11
0	user_178	RT @thehill: Trump says he will intervene in Texas lawsuit alleging election fraud https://t.co/Tg6YiTztRt https://t.co/7V9HhwwHTf	1336719549916467200	alleging election fraud intervene lawsuit rt texas trump	8
0	user_37	RT @SeanPrevil: This is false. Richard Nixon won both Florida and Ohio and still lost to John F. Kennedy in the 1960 presidential election.…	1336719930444668930	1960 election false florida john kennedy lost nixon ohio presidential richard rt won	13
0	user_320	RT @meredithvegeta1: @MrsLogan4evr @SpeakerPelosi @proudCanadavet I don't think we'll get a stimulus check unless we win the Senate and whe…	1336720196858499072	check rt senate stimulus whe win	6
0	user_40	RT @joelockhart: Everyone on Capitol Hill knows McConnell doesn't want a deal and why. McConnell is fine with people going hungry, losing t…	1336720706852143104	capitol deal fine hill hungry losing mcconnell mcconnell people rt why	11
0	user_431	RT @ECGhanaOfficial: NORTHERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, be…	1336724176632213505	be certified election information northern presidential public region results rt stakeholders	11
0	user_431	RT @ECGhanaOfficial: WESTERN NORTH REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholder…	1336724142155051009	certified election information north presidential public region results rt stakeholder western	11
0	user_431	RT @ECGhanaOfficial: EASTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336724127214936065	bel certified eastern election information presidential public region results rt stakeholders	11
0	user_272	RT @NPR: A majority of Americans overall trust that the results of the 2020 presidential election are accurate — but only 24% of Republican…	1336724112992051202	2020 24 accurate americans election majority presidential republican results rt trust	11
0	user_200	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336724112119492608	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_431	RT @ECGhanaOfficial: BONO EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, b…	1336724111008161792	bono certified east election information presidential public region results rt stakeholders	11
0	user_266	RT @NBCNews: Georgia Republicans outline a plan to restrict mail voting and roll back the election laws that contributed to the state's rec…	1336724086345654279	back contributed election georgia laws mail outline plan rec republicans restrict roll rt state voting	15
0	user_431	RT @ECGhanaOfficial: SAVANNA REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336724065743233028	bel certified election information presidential public region results rt savanna stakeholders	11
0	user_431	RT @ECGhanaOfficial: UPPER EAST REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders,…	1336724050039754753	certified east election information presidential public region results rt stakeholders upper	11
0	user_431	RT @ECGhanaOfficial: WESTERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336724035179253763	bel certified election information presidential public region results rt stakeholders western	11
0	user_457	RT @jimsciutto: New: YouTube will now begin to remove new content that “misleads people by alleging that widespread fraud or errors changed…	1336724020826259457	alleging begin changed content errors fraud misleads new people remove rt widespread youtube	13
0	user_431	RT @ECGhanaOfficial: ASHANTI REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, bel…	1336724018175553542	ashanti bel certified election information presidential public region results rt stakeholders	11
0	user_434	RT @ECGhanaOfficial: NORTHERN REGION - CERTIFIED PRESIDENTIAL ELECTION RESULTS:  For the information of the Public and all Stakeholders, be…	1336723967873327104	be certified election information northern presidential public region results rt stakeholders	11
0	user_37	RT @EvanMcMullin: Trump's claims that the election was rigged is a massive disinfo campaign convincing millions of Americans that we have n…	1336725011168636929	americans campaign claims convincing disinfo election massive millions rigged rt trump	11
